dts,Node_264,Node_449,Node_909
22.28,0.534775,0.201768,0.0378915
22.29,0.534606,0.201432,0.0377276
22.3,0.534427,0.201077,0.0375618
22.31,0.534238,0.200701,0.0373936
22.32,0.534042,0.200305,0.0372228
22.33,0.53384,0.199892,0.0370496
22.34,0.533633,0.199464,0.0368741
22.35,0.53342,0.199024,0.0366968
22.36,0.533203,0.198573,0.0365176
22.37,0.532984,0.198113,0.0363363
22.38,0.532764,0.197644,0.0361524
22.39,0.532544,0.197165,0.0359654
22.4,0.532324,0.196679,0.0357753
22.41,0.532105,0.196186,0.0355828
22.42,0.531888,0.195686,0.0353886
22.43,0.531672,0.195179,0.0351936
22.44,0.531457,0.194667,0.0349985
22.45,0.53124,0.194148,0.0348038
22.46,0.531016,0.193625,0.0346097
22.47,0.530783,0.193098,0.0344165
22.48,0.530542,0.192571,0.0342251
22.49,0.530299,0.192046,0.0340363
22.5,0.530058,0.191527,0.0338517
22.51,0.529822,0.191017,0.033673
22.52,0.529591,0.190518,0.033502
22.53,0.529365,0.190032,0.0333407
22.54,0.529145,0.189557,0.0331903
22.55,0.528929,0.189091,0.0330514
22.56,0.528712,0.188635,0.0329246
22.57,0.528494,0.188189,0.0328097
22.58,0.528274,0.187754,0.0327066
22.59,0.528058,0.18733,0.0326152
22.6,0.527848,0.186918,0.0325351
22.61,0.527648,0.186519,0.0324659
22.62,0.527457,0.186133,0.0324078
22.63,0.527272,0.185762,0.0323601
22.64,0.527093,0.185405,0.0323214
22.65,0.52692,0.185064,0.0322909
22.66,0.526752,0.184739,0.0322685
22.67,0.526593,0.184432,0.0322538
22.68,0.526447,0.184147,0.0322468
22.69,0.526312,0.183883,0.032248
22.7,0.526186,0.18364,0.0322575
22.71,0.526066,0.183419,0.0322752
22.72,0.525953,0.183218,0.0323007
22.73,0.525845,0.183038,0.0323332
22.74,0.525745,0.18288,0.0323721
22.75,0.525656,0.182746,0.0324169
22.76,0.525578,0.182638,0.0324679
22.77,0.525512,0.182557,0.0325256
22.78,0.525454,0.182507,0.0325907
22.79,0.525405,0.182487,0.0326637
22.8,0.525364,0.182499,0.0327445
22.81,0.525333,0.182541,0.0328326
22.82,0.525315,0.182613,0.0329273
22.83,0.525311,0.182713,0.0330278
22.84,0.525323,0.182835,0.0331332
22.85,0.525351,0.182975,0.0332425
22.86,0.525396,0.183134,0.0333551
22.87,0.525457,0.18331,0.0334703
22.88,0.52553,0.183503,0.0335877
22.89,0.525614,0.183715,0.0337068
22.9,0.525707,0.183942,0.0338272
22.91,0.525811,0.184184,0.0339488
22.92,0.525927,0.18444,0.0340715
22.93,0.526055,0.184707,0.034195
22.94,0.526197,0.184987,0.0343192
22.95,0.526354,0.18528,0.0344442
22.96,0.526524,0.185588,0.03457
22.97,0.526708,0.18591,0.0346967
22.98,0.526904,0.186247,0.034824
22.99,0.52711,0.186599,0.0349516
23.0,0.527325,0.186967,0.0350787
23.01,0.527549,0.187348,0.035205
23.02,0.52778,0.187743,0.0353299
23.03,0.528017,0.18815,0.0354532
23.04,0.528257,0.18857,0.0355747
23.05,0.528499,0.189002,0.0356943
23.06,0.528742,0.189446,0.035812
23.07,0.528985,0.189899,0.0359277
23.08,0.529227,0.19036,0.0360416
23.09,0.529467,0.190825,0.0361546
23.1,0.529705,0.191295,0.0362675
23.11,0.52994,0.191766,0.0363817
23.12,0.530171,0.192239,0.036498
23.13,0.5304,0.192713,0.036617
23.14,0.530624,0.193188,0.0367391
23.15,0.530844,0.193664,0.036864
23.16,0.531059,0.194143,0.0369913
23.17,0.531269,0.194622,0.0371201
23.18,0.531473,0.195103,0.0372496
23.19,0.531674,0.195583,0.0373789
23.2,0.531872,0.196062,0.0375073
23.21,0.532067,0.196537,0.0376346
23.22,0.53226,0.197006,0.0377608
23.23,0.532453,0.197467,0.0378861
23.24,0.532646,0.197919,0.0380103
23.25,0.532838,0.19836,0.0381332
23.26,0.533028,0.198788,0.0382539
23.27,0.533214,0.199204,0.038372
23.28,0.533397,0.199606,0.0384872
23.29,0.533578,0.199995,0.0385998
23.3,0.533755,0.200368,0.0387103
23.31,0.533926,0.200725,0.0388194
23.32,0.534086,0.201065,0.0389278
23.33,0.534236,0.201388,0.0390355
23.34,0.534375,0.201692,0.0391418
23.35,0.534504,0.201979,0.0392453
23.36,0.534624,0.202248,0.0393445
23.37,0.53473,0.202499,0.0394373
23.38,0.534821,0.202733,0.0395217
23.39,0.5349,0.202948,0.0395975
23.4,0.534966,0.203146,0.0396641
23.41,0.535023,0.203324,0.0397202
23.42,0.535069,0.203481,0.0397647
23.43,0.535105,0.203615,0.0397968
23.44,0.535132,0.203726,0.0398153
23.45,0.535151,0.203813,0.0398198
23.46,0.53516,0.203875,0.0398101
23.47,0.535165,0.203911,0.039786
23.48,0.535167,0.203922,0.0397485
23.49,0.535167,0.203906,0.0396988
23.5,0.535164,0.203864,0.0396385
23.51,0.535155,0.203794,0.0395693
23.52,0.535138,0.203696,0.0394925
23.53,0.535112,0.203574,0.0394093
23.54,0.535076,0.20343,0.0393206
23.55,0.53503,0.203265,0.0392266
23.56,0.534975,0.20308,0.0391277
23.57,0.534912,0.202874,0.039024
23.58,0.53484,0.202646,0.0389159
23.59,0.534758,0.202397,0.0388037
23.6,0.534664,0.202126,0.0386878
23.61,0.534557,0.201834,0.0385685
23.62,0.534437,0.201523,0.0384463
23.63,0.534304,0.201191,0.0383219
23.64,0.53416,0.200841,0.0381955
23.65,0.534008,0.200472,0.0380666
23.66,0.53385,0.200086,0.0379345
23.67,0.533685,0.199686,0.0377986
23.68,0.533513,0.199273,0.0376591
23.69,0.533334,0.198849,0.0375163
23.7,0.53315,0.198416,0.0373704
23.71,0.532963,0.197973,0.0372215
23.72,0.532773,0.197524,0.0370693
23.73,0.532582,0.197068,0.0369138
23.74,0.53239,0.196607,0.0367551
23.75,0.532195,0.196141,0.0365939
23.76,0.531997,0.195671,0.0364309
23.77,0.531797,0.195198,0.0362674
23.78,0.531597,0.194726,0.0361045
23.79,0.531396,0.194254,0.035943
23.8,0.53119,0.193785,0.0357836
23.81,0.530979,0.19332,0.0356267
23.82,0.530763,0.192859,0.0354723
23.83,0.530547,0.192403,0.035321
23.84,0.53033,0.191952,0.0351734
23.85,0.530113,0.191508,0.0350304
23.86,0.529897,0.191071,0.034893
23.87,0.529683,0.190642,0.0347622
23.88,0.529473,0.190221,0.0346384
23.89,0.529267,0.189811,0.0345212
23.9,0.529063,0.189412,0.0344101
23.91,0.528858,0.189025,0.0343039
23.92,0.528653,0.188649,0.0342019
23.93,0.528449,0.188286,0.0341034
23.94,0.528251,0.187934,0.0340077
23.95,0.528058,0.187594,0.0339149
23.96,0.527874,0.187267,0.0338248
23.97,0.527696,0.186954,0.0337379
23.98,0.527522,0.186655,0.0336544
23.99,0.527353,0.186369,0.0335747
24.0,0.527192,0.186098,0.0334987
24.01,0.527039,0.185841,0.033426
24.02,0.5269,0.185598,0.0333562
24.03,0.526772,0.185371,0.0332885
24.04,0.526652,0.185158,0.0332225
24.05,0.526539,0.184958,0.0331578
24.06,0.526435,0.184771,0.0330941
24.07,0.526343,0.184601,0.0330309
24.08,0.526265,0.184452,0.0329682
24.09,0.526199,0.184327,0.0329065
24.1,0.526143,0.184226,0.0328463
24.11,0.526096,0.184147,0.0327885
24.12,0.526054,0.184088,0.0327345
24.13,0.526016,0.18405,0.0326856
24.14,0.525985,0.184032,0.0326433
24.15,0.525965,0.184036,0.0326089
24.16,0.52596,0.184061,0.032583
24.17,0.525968,0.184109,0.0325662
24.18,0.525987,0.18418,0.0325588
24.19,0.526014,0.184275,0.0325612
24.2,0.52605,0.184389,0.0325736
24.21,0.526095,0.184521,0.0325962
24.22,0.526152,0.184669,0.032629
24.23,0.526221,0.184834,0.032672
24.24,0.526303,0.185014,0.0327251
24.25,0.526399,0.18521,0.0327883
24.26,0.526504,0.185419,0.032861
24.27,0.526617,0.185642,0.0329426
24.28,0.526736,0.18588,0.0330325
24.29,0.526864,0.18613,0.0331304
24.3,0.527001,0.186393,0.0332359
24.31,0.527149,0.186668,0.0333489
24.32,0.527308,0.186953,0.0334694
24.33,0.527476,0.18725,0.0335975
24.34,0.527651,0.187559,0.0337332
24.35,0.527833,0.187878,0.0338765
24.36,0.52802,0.188207,0.0340271
24.37,0.528211,0.188546,0.0341847
24.38,0.528406,0.188894,0.0343488
24.39,0.528604,0.189253,0.034519
24.4,0.528805,0.189621,0.0346945
24.41,0.529008,0.19,0.0348742
24.42,0.529209,0.190389,0.0350568
24.43,0.52941,0.190789,0.0352407
24.44,0.529608,0.191197,0.0354244
24.45,0.529805,0.191615,0.0356067
24.46,0.53,0.192039,0.0357862
24.47,0.530194,0.192469,0.0359624
24.48,0.530387,0.192902,0.0361348
24.49,0.530579,0.193338,0.0363033
24.5,0.530768,0.193776,0.0364681
24.51,0.530956,0.194214,0.0366294
24.52,0.531143,0.194651,0.0367876
24.53,0.531329,0.195085,0.0369428
24.54,0.531515,0.195512,0.0370949
24.55,0.531701,0.195932,0.037244
24.56,0.531887,0.196345,0.0373898
24.57,0.532073,0.196749,0.0375322
24.58,0.532259,0.197144,0.037671
24.59,0.532445,0.19753,0.0378059
24.6,0.532627,0.197907,0.0379374
24.61,0.532804,0.198274,0.038066
24.62,0.532973,0.198631,0.0381923
24.63,0.533134,0.198977,0.0383168
24.64,0.53329,0.199309,0.0384395
24.65,0.533442,0.199626,0.0385601
24.66,0.533587,0.199929,0.0386783
24.67,0.533723,0.200216,0.0387936
24.68,0.53385,0.200489,0.0389054
24.69,0.533967,0.200746,0.0390123
24.7,0.534074,0.200987,0.0391129
24.71,0.534172,0.201212,0.0392061
24.72,0.53426,0.20142,0.0392914
24.73,0.534337,0.201611,0.0393683
24.74,0.534401,0.201782,0.0394363
24.75,0.534452,0.201933,0.0394949
24.76,0.534493,0.202063,0.0395441
24.77,0.534525,0.202171,0.0395842
24.78,0.534548,0.202257,0.0396153
24.79,0.534564,0.202322,0.0396378
24.8,0.534571,0.202365,0.039652
24.81,0.534571,0.202387,0.039658
24.82,0.534562,0.202387,0.0396553
24.83,0.534545,0.202367,0.0396437
24.84,0.53452,0.202325,0.0396226
24.85,0.534487,0.202262,0.0395916
24.86,0.534445,0.202178,0.0395505
24.87,0.534395,0.202075,0.0394997
24.88,0.534337,0.201951,0.0394395
24.89,0.53427,0.201809,0.0393708
24.9,0.534196,0.201649,0.0392946
24.91,0.534115,0.201473,0.0392119
24.92,0.534028,0.201284,0.0391235
24.93,0.533935,0.201083,0.0390303
24.94,0.533837,0.20087,0.0389327
24.95,0.533731,0.200646,0.0388315
24.96,0.533619,0.200411,0.0387272
24.97,0.5335,0.200165,0.03862
24.98,0.533377,0.199907,0.0385102
24.99,0.533248,0.19964,0.0383977
25.0,0.533115,0.199362,0.0382827
