Nodes:
ID, X, Y, Z
1216, 21.350, 0.750, 0.000
1217, 21.000, 1.000, 0.000
1218, 20.650, 1.250, 0.000
1219, 20.300, 1.500, 0.000
1220, 19.950, 1.750, 0.000
1221, 19.600, 2.000, 0.000
1222, 19.250, 2.250, 0.000
1223, 18.900, 2.500, 0.000
1224, 18.550, 2.750, 0.000
1225, 18.200, 3.000, 0.000
1226, 17.850, 3.250, 0.000
1227, 17.500, 3.500, 0.000
1228, 17.150, 3.750, 0.000
1229, 16.800, 4.000, 0.000
1230, 16.450, 4.250, 0.000
1231, 16.100, 4.500, 0.000
1232, 15.750, 4.750, 0.000
1233, 15.400, 5.000, 0.000
1234, 15.050, 5.250, 0.000
1235, 14.700, 5.500, 0.000
1236, 14.350, 5.750, 0.000
1237, 14.000, 6.000, 0.000
1238, 13.650, 6.250, 0.000
1239, 13.300, 6.500, 0.000
1240, 12.950, 6.750, 0.000
1241, 12.600, 7.000, 0.000
1242, 12.250, 7.250, 0.000
1243, 11.900, 7.500, 0.000
1244, 11.550, 7.750, 0.000
1245, 11.200, 8.000, 0.000
1246, 10.850, 8.250, 0.000
1247, 10.500, 8.500, 0.000
1248, 10.150, 8.750, 0.000
1249, 9.800, 9.000, 0.000
1250, 9.450, 9.250, 0.000
1251, 9.100, 9.500, 0.000
1252, 8.750, 9.750, 0.000
1253, 22.837, 0.250, 0.000
1254, 22.475, 0.500, 0.000
1255, 22.112, 0.750, 0.000
1256, 21.750, 1.000, 0.000
1257, 21.387, 1.250, 0.000
1258, 21.025, 1.500, 0.000
1259, 20.662, 1.750, 0.000
1260, 20.300, 2.000, 0.000
1261, 19.937, 2.250, 0.000
1262, 19.575, 2.500, 0.000
1263, 19.212, 2.750, 0.000
1264, 18.850, 3.000, 0.000
1265, 18.487, 3.250, 0.000
1266, 18.125, 3.500, 0.000
1267, 17.762, 3.750, 0.000
1268, 17.400, 4.000, 0.000
1269, 17.037, 4.250, 0.000
1270, 16.675, 4.500, 0.000
1271, 16.312, 4.750, 0.000
1272, 15.950, 5.000, 0.000
1273, 15.587, 5.250, 0.000
1274, 15.225, 5.500, 0.000
1275, 14.862, 5.750, 0.000
1276, 14.500, 6.000, 0.000
1277, 14.137, 6.250, 0.000
1278, 13.775, 6.500, 0.000
1279, 13.413, 6.750, 0.000
1280, 13.050, 7.000, 0.000
1281, 12.688, 7.250, 0.000
1282, 12.325, 7.500, 0.000
1283, 11.963, 7.750, 0.000
1284, 11.600, 8.000, 0.000
1285, 11.238, 8.250, 0.000
1286, 10.875, 8.500, 0.000
1287, 10.513, 8.750, 0.000
1288, 10.150, 9.000, 0.000
1289, 9.788, 9.250, 0.000
1290, 9.425, 9.500, 0.000
1291, 9.063, 9.750, 0.000
1292, 23.625, 0.250, 0.000
1293, 23.250, 0.500, 0.000
1294, 22.875, 0.750, 0.000
1295, 22.500, 1.000, 0.000
1296, 22.125, 1.250, 0.000
1297, 21.750, 1.500, 0.000
1298, 21.375, 1.750, 0.000
1299, 21.000, 2.000, 0.000
1300, 20.625, 2.250, 0.000
1301, 20.250, 2.500, 0.000
1302, 19.875, 2.750, 0.000
1303, 19.500, 3.000, 0.000
1304, 19.125, 3.250, 0.000
1305, 18.750, 3.500, 0.000
1306, 18.375, 3.750, 0.000
1307, 18.000, 4.000, 0.000
1308, 17.625, 4.250, 0.000
1309, 17.250, 4.500, 0.000
1310, 16.875, 4.750, 0.000
1311, 16.500, 5.000, 0.000
1312, 16.125, 5.250, 0.000
1313, 15.750, 5.500, 0.000
1314, 15.375, 5.750, 0.000
1315, 15.000, 6.000, 0.000
1316, 14.625, 6.250, 0.000
1317, 14.250, 6.500, 0.000
1318, 13.875, 6.750, 0.000
1319, 13.500, 7.000, 0.000
1320, 13.125, 7.250, 0.000
1321, 12.750, 7.500, 0.000
1322, 12.375, 7.750, 0.000
